,freebase_actor_id,Actor,score
22356,/m/03tyf7,Jim Davis,0
22357,/m/03tz1z,Hannah Spearritt,0
22358,/m/03v0kh,Tim Russ,0
22359,/m/03v0t8,Jill Gascoine,0
22360,/m/06hy43,Jenna Boyd,0
22361,/m/06j0fn,Haruka Ayase,0
22362,/m/06j2ss,Lulu McClatchy,0
22363,/m/06j4tx,Clayton LeBouef,0
22364,/m/06j69n,Denis Akiyama,0
22365,/m/06j6t0,Agnes Ayres,0
22366,/m/06j78y,Apollo Smile,0
22367,/m/06j9c_,Alan Devine,0
22368,/m/06j_xn,Peter Nelson,0
22369,/m/06jb5j,Paula Raymond,0
22370,/m/06jbcn,Leigh-Allyn Baker,0
22371,/m/06jczl,Michael Weston,0
22372,/m/06jf_8,Alana de la Garza,0
22373,/m/06jfkr,Sidney Ainsworth,0
22374,/m/06jh0q,Yves Robert,0
22375,/m/06jhwm,Laurette Spang-McCook,0
22376,/m/06jj2d,Jack Stauffer,0
22377,/m/06jk85,Philip Abbott,0
22378,/m/03t_jf,Bridget Powers,0
22379,/m/03tcc7,Rick Hearst,0
22380,/m/03tdhy,Ron Taylor,0
22381,/m/03tf3n,Georgia Engel,0
22382,/m/03thbw,Jerzy Wasowski,0
22383,/m/03tjrk,Timothy Stickney,0
22384,/m/03tlyq,Jimmie Walker,0
22385,/m/03tm3s,Johnny Brown,0
22386,/m/03tmb4,Ashlyn Gere,0
22387,/m/06jq14,Terri Ivens,0
22388,/m/06jsjh,Céline Tran,0
22389,/m/06jsk8,Juliette Marquis,0
22390,/m/06jszn,Edward Peel,0
22391,/m/03sww,Ice-T,0
22392,/m/03sxdt,Patricia Mauceri,0
22393,/m/03sysz,Angie Harmon,0
22394,/m/03szbn,Donzaleigh Abernathy,0
22395,/m/03t231,Bud Tingwell,0
22396,/m/03t540,Kurt McKinney,0
22397,/m/03t5mf,Ryan Idol,0
22398,/m/03t73d,Amanda Detmer,0
22399,/m/03t8_m,Raveena Tandon,0
22400,/m/03t8sd,Tusshar Kapoor,0
22401,/m/03t8z1,Namrata Shirodkar,0
22402,/m/06jvgh,Akira Kobayashi,0
22403,/m/06jyp0,Branscombe Richmond,0
22404,/m/06jzzw,Roger Aaron Brown,0
22405,/m/06k4j6,Jay Karnes,0
22406,/m/06k502,Ben Murphy,0
22407,/m/06k6l8,Keith Cooke,0
22408,/m/06k6wg,Kathleen Lockhart,0
22409,/m/06k7_2,Fraser Ayres,0
22410,/m/06k8bp,Park Shin-yang,0
22411,/m/06k9wq,Asi Levi,0
22412,/m/06kbz9,Daphne Heard,0
22413,/m/06kcvl,Christopher Stone,0
22414,/m/06kczr,Wayne Alexander,0
22415,/m/06kdcg,Chuck Mitchell,0
22416,/m/06kdhc,Cyril Collard,0
22417,/m/06kf8r,Dan Monahan,0
22418,/m/06kh49,Christian Rodska,0
22419,/m/06kh6q,Milind Soman,0
22420,/m/06khdd0,Alice Amter,0
22421,/m/06khdg_,Jacquie Barnbrook,0
22422,/m/06khfv,Ivan Sergei,0
22423,/m/03sg39,Vivian Hsu,0
22424,/m/03sgdr,Suzanne Kaaren,0
22425,/m/03sh13,Angelica Bridges,0
22426,/m/03skdq,Mike White,0
22427,/m/03slgw,Kenneth Cope,0
22428,/m/03strr,Sarah Wright,0
22429,/m/03sw58,Al Weaver,0
22430,/m/03sw8v,Elsie Jane Wilson,0
22431,/m/06kl0k,Vidya Balan,0
22432,/m/06kl55,Lupita Tovar,0
22433,/m/06knc0,Mapy Cortés,0
22434,/m/06kncq,Terrence Hardiman,0
22435,/m/06knzj,Bill Dana,0
22436,/m/06kp1c,Joshua Bryant,0
22437,/m/06kpv_,Bella Akhmadulina,0
22438,/m/06kr78,Grace Stafford,0
22439,/m/06kr81,Tutte Lemkow,0
22440,/m/03s27c,Míriam Colón,0
22441,/m/03s28s,Rebekka Armstrong,0
22442,/m/03s2b7,Aaron Ashmore,0
22443,/m/03s2bn,Shawn Ashmore,0
22444,/m/03s2hh,Leah Pinsent,0
22445,/m/03s2p7,Andre Noble,0
22446,/m/03s531,Sharif Atkins,0
22447,/m/03s5qn,Robert Conrad,0
22448,/m/03s_zp,Cheryl Ladd,0
22449,/m/03sdms,Miles O'Keeffe,0
22450,/m/06kr9g,Jonathan Jackson,0
22451,/m/06kryw,Paul Satterfield,0
22452,/m/06ksbj,Raymond O'Connor,0
22453,/m/06ksg9,Paul Schulze,0
22454,/m/06kst3,Sean Hughes,0
22455,/m/06ktrt,Kate Wilkinson,0
22456,/m/06kv5b,Rachel McLish,0
22457,/m/06kv6c,Farhan Akhtar,0
22458,/m/06kvd9,Susan Harrison,0
22459,/m/06kw29,Yee Jee Tso,0
22460,/m/06kzxw,Randy Oglesby,0
22461,/m/06l0jw,Peter DeLuise,0
22462,/m/06l0nd,Q'orianka Kilcher,0
22463,/m/06l0tp,Will Rothhaar,0
22464,/m/06l15w,J. G. Hertzler,0
22465,/m/06l1m6,Jennifer Walcott,0
22466,/m/06l1s8,Rachel Gurney,0
22467,/m/06l3by,Chihiro Ōtsuka,0
22468,/m/06l3p8,Ken Farrington,0
22469,/m/06l5yj,Will Adamsdale,0
22470,/m/03rt48,Leslie Grantham,0
22471,/m/03rt7g,Ted Bessell,0
22472,/m/03rt93,Ronnie Schell,0
22473,/m/03rtfp,Timothy Gibbs,0
22474,/m/03rtvc,Amrita Rao,0
22475,/m/03rvfg,Nick Bakay,0
22476,/m/03rvfw,Mr. Lawrence,0
22477,/m/03rvjs,Merrie Spaeth,0
22478,/m/03rwf3,Radu Beligan,0
22479,/m/03rx2p,Maria Menounos,0
22480,/m/03rxt,Izabella Scorupco,0
22481,/m/03ryhm,Maestro,0
22482,/m/03s0w0,Julianne Phillips,0
22483,/m/03s1xh,Dan O'Connor,0
22484,/m/06l7f_,Rachel Gordon,0
22485,/m/06l7m4,Polly Shannon,0
22486,/m/06l8xn,Heather Marks,0
22487,/m/06lbf7,Karen Valentine,0
22488,/m/06lbvj,Ingrid Veninger,0
22489,/m/06ld23,M. S. Viswanathan,0
22490,/m/06lfj5,Jack E. Leonard,0
22491,/m/06lfyp,Anthony De Longis,0
22492,/m/06lgq8,Ryan Kwanten,0
22493,/m/06ljcw,Matt Marraccini,0
22494,/m/06ljm5,Kiwi Kingston,0
22495,/m/06ljz3,Kumar Gaurav,0
22496,/m/06lkgm,Thorley Walters,0
22497,/m/06lkk1,Suzan Farmer,0
22498,/m/06lkkd,Philip Latham,0
22499,/m/06lky5,Sunrise Adams,0
22500,/m/03rk71,Dominique Vandenberg,0
22501,/m/03rkh_,Keeley Hawes,0
22502,/m/03rky_,Sydney Penny,0
22503,/m/03rl6b,Nobutoshi Canna,0
22504,/m/03rl7s,Shō Hayami,0
22505,/m/03rldx,Kiyoyuki Yanada,0
22506,/m/03rlgn,Wataru Takagi,0
22507,/m/03rp65,Susan Saint James,0
22508,/m/03rrg7,Jed Allan,0
22509,/m/03rs9t,Laura Branigan,0
22510,/m/06ln1j,Michael DeLuise,0
22511,/m/06ln2k,Jesse Jane,0
22512,/m/06lnxj,Gillian Kearney,0
22513,/m/06lppn,Billy Jayne,0
22514,/m/06lqn7,Jamie Bamber,0
22515,/m/06lr6_,Tia Texada,0
22516,/m/06lt9l,Ruth Madoc,0
22517,/m/06ltgx,Bridgette Andersen,0
22518,/m/06lv1y,Jesse Spencer,0
22519,/m/06lvlf,Channing Tatum,0
22520,/m/06lvw7,Alexandra Holden,0
22521,/m/06lwq6,William J. Bratton,0
22522,/m/06lyxs,Eric Goldberg,0
22523,/m/06lzlh,Liz Sheridan,0
22524,/m/06m0s9,Vicki Michelle,0
22525,/m/06m156,Jacques Higelin,0
22526,/m/06m83t,Jimmy Aubrey,0
22527,/m/06m9qg,Cathy Lee Crosby,0
22528,/m/06m_77,Megumi Odaka,0
22529,/m/06m_88p,Ron Smerczak,0
22530,/m/03r86d,Cali Timmins,0
22531,/m/03r8j3,Jennifer Leak,0
22532,/m/03rcr7,Gianella Neyra,0
22533,/m/03rfq9,Lloyd Bacon,0
22534,/m/03rfx7,Broncho Billy Anderson,0
22535,/m/03rgvr,Jerome Flynn,0
22536,/m/03rh06,Robson Green,0
22537,/m/03rhhz,Del Close,0
22538,/m/03rj2w,Grant Aleksander,0
22539,/m/03rjhx,Sasha Mitchell,0
22540,/m/03rjry,Jesse Birdsall,0
22541,/m/03rjz0,J. Eddie Peck,0
22542,/m/06mg4_c,Carl Gordon,0
22543,/m/06mh3c,Peter Gilmore,0
22544,/m/06mhhg,Lou Nova,0
22545,/m/06mkc7,Paula Trickey,0
22546,/m/06mkpm,Darlene Vogel,0
22547,/m/06ml5k,Marianne Leone Cooper,0
22548,/m/06mlc5,Dedee Pfeiffer,0
22549,/m/06mlrj,Zbigniew Cybulski,0
22550,/m/06mmb,Shannon Elizabeth,0
22551,/m/03qvcy,Natacha Régnier,0
22552,/m/03qyxg,Ian Marter,0
22553,/m/03r0b_,Maren Jensen,0
22554,/m/03r0mw,Christopher Jacot,0
22555,/m/03r2sj,Shu Qi,0
22556,/m/03r2zl,Dean Paul Martin,0
22557,/m/03r333,Debbe Dunning,0
22558,/m/03r4g3,Kevin Richardson,0
22559,/m/03r5dx,Stacey Williams,0
22560,/m/03r6hn,Ivonne Coll,0
22561,/m/06mpc9,Adam Hanuszkiewicz,0
22562,/m/06mpy6,Tony Ganios,0
22563,/m/06mqkz,Nancy Parsons,0
22564,/m/06mrc5,Wyatt Knight,0
22565,/m/06mskgl,Jon Cedar,0
22566,/m/06mtcb,Nikka Costa,0
22567,/m/06mtt6l,Antônia Frering,0
22568,/m/06mtt7l,Amber Rose Revah,0
22569,/m/06mx4g,Marie Ault,0
22570,/m/03qny2k,Daphna Kastner,0
22571,/m/03qnyw0,Elena Nathanael,0
22572,/m/03qp49p,Chandra Mohan,0
22573,/m/03qp4kz,Amanda Brugel,0
22574,/m/03qp512,Peter Lee Lawrence,0
22575,/m/03qp7ld,Priit Võigemast,0
22576,/m/03qp9mt,Christopher Michael Holley,0
22577,/m/03qqm1g,Mpho Koaho,0
22578,/m/03qvcj,Brian Littrell,0
22579,/m/06myrh,Philippe Forquet,0
22580,/m/06mztsx,Joan Goodfellow,0
22581,/m/06n0g3,Holly Robinson Peete,0
22582,/m/06n2fs,Bree Walker,0
22583,/m/06n2th,George Buck Flower,0
22584,/m/06n4f7,Martha Smith,0
22585,/m/06n54j,Saira Banu,0
22586,/m/06ncm5,Denise Filiatrault,0
22587,/m/06ncmx,Rondell Sheridan,0
22588,/m/06ncv0,DeWolf Hopper,0
22589,/m/06ndb5,Adam Sami,0
22590,/m/06ndjs,Chloe,0
22591,/m/06ng8l,Amy Yip,0
22592,/m/06njbh,Mikheil Gelovani,0
22593,/m/06nk41,Henry Jaglom,0
22594,/m/06nkrb,James Horan,0
22595,/m/06nmb6,Roger Grimsby,0
22596,/m/06nnb8,Rosie Cavaliero,0
22597,/m/03qn5l3,Nethra Raghuraman,0
22598,/m/03qn5rz,Shaun Lawton,0
22599,/m/03qn8bj,Vincent Klyn,0
22600,/m/03qn98v,Marit Andreassen,0
22601,/m/03qn9wr,Gisken Armand,0
22602,/m/03qn_s,Donna Pescow,0
22603,/m/03qnbw0,Wendel Meldrum,0
22604,/m/03qnbzt,Bente Børsum,0
22605,/m/03qnh03,Fikret Hakan,0
22606,/m/03qnjq2,Govindrao Tembe,0
22607,/m/03qnldr,Cheryl Lynn Miller,0
22608,/m/03qnn86,Mark Thomas Miller,0
22609,/m/03qnsq6,Alexie Gilmore,0
22610,/m/03qnvyt,Yuriy Nazarov,0
22611,/m/03qnwq6,Anthony Steffen,0
22612,/m/06nr7z,Susan Clark,0
22613,/m/06ns6l,Falaba Issa Traoré,0
22614,/m/06ns98,David Robb,0
22615,/m/06nvd7,Diane Franklin,0
22616,/m/06nvhd,Shigeru Muroi,0
22617,/m/06nvlx,Amanda Wyss,0
22618,/m/06nx4h,Isabella Hofmann,0
22619,/m/06nzlv,Leslie Hendrix,0
22620,/m/06p0mtq,DeLanna Studi,0
22621,/m/06p14x,Julie Stevens,0
22622,/m/06p16m,Nancy Dussault,0
22623,/m/06p1ww,Alethea McGrath,0
22624,/m/06p2yl,Silver King,0
22625,/m/06p426,Wentworth Miller,0
22626,/m/06p5w7x,Dan Riss,0
22627,/m/06p5w85,Ruth Warren,0
22628,/m/03qmhz,Richard Sanders,0
22629,/m/03qmjq,Gary Sandy,0
22630,/m/03qmnjw,Virginia True Boardman,0
22631,/m/03qmq8k,Enzo Jannacci,0
22632,/m/03qmtdy,Michelle Morgan,0
22633,/m/03qmxfk,Oliver Jackson-Cohen,0
22634,/m/03qmy4y,G. Toengi,0
22635,/m/03qn0ff,Alastair Duncan,0
22636,/m/03qn12d,Ketki Dave,0
22637,/m/03qn13s,Mae Costello,0
22638,/m/03qn3m5,Vanni Marcoux,0
22639,/m/03qn51m,Jacky Heung,0
22640,/m/06p8hd,Aimee Garcia,0
22641,/m/06p989,David Packer,0
22642,/m/06p9bv,Josh Cooke,0
22643,/m/06p9ql,Oleg Taktarov,0
22644,/m/06pb9y,Frank Ashmore,0
22645,/m/06pcjc,Rex Reed,0
22646,/m/06pg67d,Sidney D'Albrook,0
22647,/m/06ph6t,Ivor Emmanuel,0
22648,/m/06phf1,John Chaffey,0
22649,/m/06phg3,Tiffany Evans,0
22650,/m/06pk8,Spike Jonze,0
22651,/m/06ppt6,Bill Corbett,0
22652,/m/06pptk,Diane Farr,0
22653,/m/06ppxs,Deanna Brooks,0
22654,/m/06pq8qn,John Bagni,0
22655,/m/06psd5,Natalie Gregory,0
22656,/m/03qkvb4,William Utay,0
22657,/m/03qkxd6,Matt Chow,0
22658,/m/03qky1w,Jon Øigarden,0
22659,/m/03qkyr5,Susannah Fielding,0
22660,/m/03ql4y5,Alex McKenna,0
22661,/m/03ql6cz,Saki Aibu,0
22662,/m/03ql90y,June Laverick,0
22663,/m/03ql9k3,Illya Woloshyn,0
22664,/m/03qlfdm,Linda Porter,0
22665,/m/03qlh8j,Terry Finn,0
22666,/m/03qlw79,Justin Lazard,0
22667,/m/03qm0dc,Iranganie Serasinghe,0
22668,/m/03qm5zr,Chinedu Ikedieze,0
22669,/m/03qm6fj,Aclan Bates,0
22670,/m/06pt35,Lynn Whitfield,0
22671,/m/06pt_8,Duncan Regehr,0
22672,/m/06pvhb,Howard da Silva,0
22673,/m/06pwf6,Akkineni Nagarjuna,0
22674,/m/06pz7x,Adam Ferrara,0
22675,/m/06pzts,Kerri Kenney,0
22676,/m/06q0_2,James Gunn,0
22677,/m/06q1g1,Michael Wright,0
22678,/m/06q3_4,Todd Phillips,0
22679,/m/06q46h,Kristy Wright,0
22680,/m/06q4rp,John Francis Daley,0
22681,/m/06q652,Scott Bairstow,0
22682,/m/06q7pp,Jeff McCarthy,0
22683,/m/06q90t,Sharni Vinson,0
22684,/m/06q_wv,Nakamura Shichinosuke II,0
22685,/m/06qd0j,Claire Gordon,0
22686,/m/03qjt0j,Brad Raider,0
22687,/m/03qjxrc,Vasilis Logothetidis,0
22688,/m/03qk1yt,Judy Huxtable,0
22689,/m/03qk3l1,"David Niven, Jr.",0
22690,/m/03qk3mf,Tommi Eronen,0
22691,/m/03qk6tx,Alex Karzis,0
22692,/m/03qkbhj,Billy Magnussen,0
22693,/m/03qkfq1,Siqin Gaowa,0
22694,/m/03qkkmj,Alex McAvoy,0
22695,/m/03qkl7t,Dilhani Ekanayake,0
22696,/m/03qkr49,DJ Perry,0
22697,/m/03qkt93,Thor Fields,0
22698,/m/06qd2n,Niecy Nash,0
22699,/m/06qd55,Matt Borlenghi,0
22700,/m/06qdk5,Larry Poindexter,0
22701,/m/06qflm,Cay Forrester,0
22702,/m/06ql_2,JoAnna Garcia Swisher,0
22703,/m/06qlmt,Chauncey Leopardi,0
22704,/m/06qml6,Azhar Usman,0
22705,/m/06qn63,Teri Harrison,0
22706,/m/06qp97,Corey Sevier,0
22707,/m/06qp9m,Jason Brooks,0
22708,/m/06qpwp,Reg Varney,0
22709,/m/06qtlh,Jerry Messing,0
22710,/m/06qv2v,Darin Brooks,0
22711,/m/06qv7g,Minerva Pious,0
22712,/m/06qvvf,Natalia Cigliuti,0
22713,/m/06qw3f,Ashley Benson,0
22714,/m/06qwd3,Rachel Melvin,0
22715,/m/06qwtx,Natalie Zea,0
22716,/m/06qxnk,Richard Bohringer,0
22717,/m/03qhn5,Ray Dennis Steckler,0
22718,/m/03qhs64,Jimmy Hunt,0
22719,/m/03qhwvw,Mike Dopud,0
22720,/m/03qhx7y,Oliver Smith,0
22721,/m/03qhxdd,Pat Keen,0
22722,/m/03qhy54,Ivana Bašić,0
22723,/m/03qj45d,Pip Carter,0
22724,/m/03qj7gf,Aaron Paul,0
22725,/m/03qj8b_,Chiemi Eri,0
22726,/m/03qj9jt,Daniel Jenkins,0
22727,/m/03qjbbd,Anita Raj,0
22728,/m/06qz9f,Anita Hegh,0
22729,/m/06r35t,Denis Lill,0
22730,/m/06r3_n,Julia Montgomery,0
22731,/m/06r467,Saaya Irie,0
22732,/m/06r5vq,Myrtle Gonzalez,0
22733,/m/06r8mt,Bernard Braden,0
22734,/m/06r997,Stefan Danailov,0
22735,/m/06r9nt,Daphne Deckers,0
22736,/m/06rc9f,Katie Wright,0
22737,/m/06rgq,Sheryl Crow,0
22738,/m/06rh2z,Himanshu Rai,0
22739,/m/06rhfg,Tyler Mane,0
22740,/m/06rhft,Valerie Buhagiar,0
22741,/m/06rkh5,Teri Copley,0
22742,/m/06rl81,James W. Horne,0
22743,/m/06rn_c,Jack Larson,0
22744,/m/06rnt2,Phyllis Coates,0
22745,/m/06rq2l,Allen Covert,0
22746,/m/06rq4c,Nikki DeLoach,0
22747,/m/06rq6z,Aria Wallace,0
22748,/m/06rqzt,Virginia Bell,0
22749,/m/06rr0k,Robyn Cohen,0
22750,/m/06rr3c,Maria Flor,0
22751,/m/06rrf8,Phillip Noyce,0
22752,/m/06rsjj,Reza Kianian,0
22753,/m/06rskz,Niki Karimi,0
22754,/m/06rtzk,Justine Joli,0
22755,/m/06rv2y,Kenny Bee,0
22756,/m/06rv5f,Satomi Ishihara,0
22757,/m/06rvkf,Cindy Burbridge,0
22758,/m/03qg_7z,Kathleen Munroe,0
22759,/m/03qgcgk,Rani,0
22760,/m/03qgpmq,Björn Gustafsson,0
22761,/m/03qgtlg,Adam G. Sevani,0
22762,/m/03qgx3l,Morgan Kelly,0
22763,/m/03qgz0s,Kalpana (Kannada actress),0
22764,/m/03qgz47,Emily Brooke Hands,0
22765,/m/03qh033,Georges Melchior,0
22766,/m/03qh044,Renée Carl,0
22767,/m/03qh4w5,Charles Hutchison,0
22768,/m/03qh7j3,Amber Kuo,0
22769,/m/03qh_fp,Carl Capotorto,0
22770,/m/03qhd1r,Sumner Getchell,0
22771,/m/03qhdxs,Nikola Đuričko,0
22772,/m/06rw3q,Evie Peck,0
22773,/m/06rwlkr,Suzanne Lanza,0
22774,/m/06rwq6,Matt Passmore,0
22775,/m/06ry3d,Toni Hudson,0
22776,/m/06s10h,Liz Tuccillo,0
22777,/m/06s1xh,Lachy Hulme,0
22778,/m/06s3_s,Anne Tremko,0
22779,/m/06s3d5,Cameron Mathison,0
22780,/m/06s3hc,Sana Saeed,0
22781,/m/06s4mt,Teairra Marí,0
22782,/m/06s50y,Rino Romano,0
22783,/m/06s598,Rebecca Holden,0
22784,/m/06s5bs,Robert Kelly,0
22785,/m/06s5pl,Miranda July,0
22786,/m/06s5tf,Peter Parros,0
22787,/m/06s6xv,Mumtaz,0
22788,/m/06s7gl,Richard Blade,0
22789,/m/06s7rd,Ne-Yo,0
22790,/m/06s7y4,Deborah Kara Unger,0
22791,/m/06s9nj,Charlotte Sullivan,0
22792,/m/06s_gs,Alice Babs,0
22793,/m/06s_sj,Dean Cameron,0
22794,/m/06sbj1,Herman Cohen,0
22795,/m/06scfw,Liz Renay,0
22796,/m/06sdkq,Shaun Weiss,0
22797,/m/06sdqc,Steve Bannos,0
22798,/m/06sg5l,Linda Robson,0
22799,/m/06sgq6,Stacey Donovan,0
22800,/m/06sh_f,Rhetta Hughes,0
22801,/m/06shgg,Russell Peters,0
22802,/m/06shwk,Santiago Segura,0
22803,/m/06sj3p,Martin Starr,0
22804,/m/06sn4q,Karl Maka,0
22805,/m/03qf5l4,Adam Green,0
22806,/m/03qf9s,Richard Moll,0
22807,/m/03qfg6,Paula Poundstone,0
22808,/m/03qfmss,Peter Stephens,0
22809,/m/03qfpdc,David McIlwraith,0
22810,/m/03qfqc1,Jack Stehlin,0
22811,/m/03qfqkl,Dee Jay Daniels,0
22812,/m/03qfs8l,Viggo Larsen,0
22813,/m/03qfsbn,Paul Otto,0
22814,/m/03qfvxg,J. Charles Haydon,0
22815,/m/03qfw6f,Jennifer Banko-Stewart,0
22816,/m/03qfxmg,Jason Durr,0
22817,/m/03qfy2l,Jackeline Olivier,0
22818,/m/03qg8q5,Sebastian Maniscalco,0
22819,/m/06sq7k,Marc Caro,0
22820,/m/06srhs,Jordan Chan,0
22821,/m/06ssf7,Joanna Taylor,0
22822,/m/06stmg,Martin Crewes,0
22823,/m/06svtz,Valeria Bruni-Tedeschi,0
22824,/m/06swfr,Nosher Powell,0
22825,/m/06szm4,Anna Manahan,0
22826,/m/06szp9,Bettye Ackerman,0
22827,/m/06t11_,Patrick Labyorteaux,0
22828,/m/03qctxq,Anya Beyersdorf,0
22829,/m/03qcvj9,Ricky Sinz,0
22830,/m/03qczx0,Lu Yi-ching,0
22831,/m/03qd_13,Leif Juster,0
22832,/m/03qdc4,Richard Tauber,0
22833,/m/03qdcfz,Pedro Sienna,0
22834,/m/03qdh91,Tod Fennell,0
22835,/m/03qf0m9,Carlucci Weyant,0
22836,/m/03qf2tg,Robert Ginnaven,0
22837,/m/03qf40n,Hugh Dempster,0
22838,/m/06t34j,Leigh McCloskey,0
22839,/m/06t3nj,Shawnee Smith,0
22840,/m/06t49s,Michael Chambers,0
22841,/m/06t59s,Carlos Mencia,0
22842,/m/06t5x_,Nandamuri Balakrishna,0
22843,/m/06t653,Juan Pablo Di Pace,0
22844,/m/06t827,Maggie Shiu,0
22845,/m/06t8b,Steven Soderbergh,0
22846,/m/06t9n2,Allan Aynesworth,0
22847,/m/06tc98,Allison Hayes,0
22848,/m/06tg05,Robert Maillet,0
22849,/m/06tgh0,Rip Taylor,0
22850,/m/06thl78,Nthati Moshesh,0
22851,/m/06tj31,Fabiana Udenio,0
22852,/m/06tksn,John Doman,0
22853,/m/06tl9p,Derrick Sherwin,0
22854,/m/06tmk4,Denny Miller,0
22855,/m/06tmy0,Gordon Scott,0
22856,/m/06tnq0,Gregory Harrison,0
22857,/m/06tp86,Ty Hardin,0
22858,/m/06tpzm,Hal E. Chester,0
22859,/m/06tq1c,Cheryl James,0
22860,/m/06trhc,Pyotr Mamonov,0
22861,/m/06ttzt,Chin Kar-lok,0
22862,/m/06tv06,Jerry Lamb,0
22863,/m/06tw3j,Johnny Briggs,0
22864,/m/06txbx,Joe E. Ross,0
22865,/m/06tyld,Steve Bisley,0
22866,/m/06v0ng,Tom Burlinson,0
22867,/m/03q9941,Alicia Jaziz,0
22868,/m/03q9ccj,Guillermo Iván,0
22869,/m/03q9gjm,Rocío Verdejo,0
22870,/m/03q9r9,Acquanetta,0
22871,/m/03q9tg,Bruce McCulloch,0
22872,/m/03qb3f,Paul Garner,0
22873,/m/03qcj4x,Sarah Cunningham,0
22874,/m/03qcjbh,Antony Starr,0
22875,/m/03qckt2,Édith Scob,0
22876,/m/03qcmdx,Melissa Molinaro,0
22877,/m/03qcmmg,Tamara Desni,0
22878,/m/03qcmnh,Daniel Ryan,0
22879,/m/03qcr2y,Mark Humphrey,0
22880,/m/06v2s1,Shōgo Suzuki,0
22881,/m/06v2vz,Masahiro Kobayashi,0
22882,/m/06v2y3,Kyōsuke Ikeda,0
22883,/m/06v30q,Tōru Ōkawa,0
22884,/m/06v3fy,David A. R. White,0
22885,/m/06v3sh,Anton Diffring,0
22886,/m/06v3sv,Alexandra Kyle,0
22887,/m/06v3vc,Roberta Vasquez,0
22888,/m/06v51r,Steven E. de Souza,0
22889,/m/06v5wz,Assumpta Serna,0
22890,/m/06v5yd,Victoria Clark,0
22891,/m/06v66t,Sarah Purcell,0
22892,/m/06v76c,Louise Lasser,0
22893,/m/06v7h1,Angela Little,0
22894,/m/06v7jt,Ed Flanders,0
22895,/m/06v86k,Erika Marozsán,0
22896,/m/06v8lr,Tonantzin Carmelo,0
22897,/m/06v90p,Paige Moss,0
22898,/m/06v_g4,Prashant Damle,0
22899,/m/06vbzq,Jennifer Rovero,0
22900,/m/06vd10,Hirofumi Arai,0
22901,/m/06vd4h,Neferteri Shepherd,0
22902,/m/06vdf4,Kerissa Fare,0
22903,/m/06vdhz,Nichole Van Croft,0
22904,/m/06vdr3,Irina Voronina,0
22905,/m/06vf72,Andreas Schnaas,0
22906,/m/06vfdb,Anne Aubrey,0
22907,/m/06vflb,Stephanie Heinrich,0
22908,/m/06vfm0,Stuart Charno,0
22909,/m/06vfnx,Joe Zaso,0
22910,/m/06vfty,Jennifer Cooke,0
22911,/m/06vh34,Lam Ching-ying,0
22912,/m/06vhgx,Skye McCole Bartusiak,0
22913,/m/06vjcc,Brooke Bundy,0
22914,/m/06vjvb,Tuesday Knight,0
22915,/m/06vkb0,Tiffany Helm,0
22916,/m/06vkmm,Ray Panthaki,0
22917,/m/06vntf,Shiro Izumi,0
22918,/m/06vpkv,Robin Nedwell,0
22919,/m/03q45x,Amy Poehler,0
22920,/m/03q5fw,Martha Quinn,0
22921,/m/03q627,Nobuo Tobita,0
22922,/m/03q63p,Mayumi Tanaka,0
22923,/m/03q64h,Akira Kamiya,0
22924,/m/03q66c,Ichirō Nagai,0
22925,/m/03q6gy,Héctor Elizondo,0
22926,/m/03q6sv,Yma Sumac,0
22927,/m/03q8vb,Wallace Reid,0
22928,/m/06vqm6,George Layton,0
22929,/m/06vs6r,Amy Lalonde,0
22930,/m/06vsgq,Conchita Campbell,0
22931,/m/06vsyq,Derren Nesbitt,0
22932,/m/06vt2d,Jamie Gillis,0
22933,/m/06vtr,Soad Hosni,0
22934,/m/06vvmp,Emmanuelle Vaugier,0
22935,/m/06vwpv,Jason Keng-Kwin Chan,0
22936,/m/06vx0lx,Meghan Stansfield,0
22937,/m/06vxph,Rahul Bose,0
22938,/m/06vxwnj,Lieux Dressler,0
22939,/m/06vyn8,Ann Nesby,0
22940,/m/06vz5f,Gordon Liu,0
22941,/m/06vz8q,Dean Winters,0
22942,/m/06w0w2,Teal Redmann,0
22943,/m/06w161v,Denise Joaquin,0
22944,/m/06w184l,Sarah Laine,0
22945,/m/06w18k9,Rosalind Speirs,0
22946,/m/06w19sv,Cynthia Khan,0
22947,/m/06w1h2q,Amy Manson,0
22948,/m/06w1qhz,Roy Engel,0
22949,/m/06w1qrw,Chuck Hittinger,0
22950,/m/06w1wtt,Greta Thyssen,0
22951,/m/06w1x87,Dora Baret,0
22952,/m/06w1zh,Audrey Long,0
22953,/m/06w1zvt,Willie Fennell,0
22954,/m/06w25l,Sam Witwer,0
22955,/m/06w2863,Jale Arıkan,0
22956,/m/06w28xc,Edwin Siu,0
22957,/m/06w2clt,Žan Marolt,0
22958,/m/06w2cn5,Jared Turner,0
22959,/m/06w2jgk,Chris Zylka,0
22960,/m/06w2mkw,Selma Ergeç,0
22961,/m/06w2mqp,Kristen Kerr,0
22962,/m/03py7g,Patric Zimmerman,0
22963,/m/03pzpm,Harriet E. MacGibbon,0
22964,/m/03q13sm,Michael Smiley,0
22965,/m/03q1xf,Tinto Brass,0
22966,/m/03q2pg,Erin Torpey,0
22967,/m/03q2qj,Ove Sprogøe,0
22968,/m/03q2t9,Brian McKnight,0
